substrate	growth_no_cap	growth_with_cap	reduction_pct	atp_cap
acetate	10.702006077109315	9.015716411775282	15.756762360104284	2.25
succinate	10.560581178182927	8.84347253119438	16.25960369052337	1.9041666666666668
butyrate	10.812601130342399	9.137825629937936	15.489108311826062	2.3625000000000003
